"cjxiaoqu","constructionTime","bankuai","communityAverage","elevator","subway","school","hospital","supermarket"
"鲁艺上河村二区",1983,"世纪城",103409,1,1,0,0,0
"鲁艺上河村一区",1990,"世纪城",103503,1,1,1,0,0
"名邸",1984,"世纪城",110945,1,1,1,1,0
"晴雪园",2003,"世纪城",37439,1,1,1,0,1
"时雨园",2013,"世纪城",40334,1,1,1,1,1
"垂虹园",2002,"世纪城",99580,1,1,1,0,1
"世纪金源国际公寓",2002,"世纪城",57634,1,1,1,1,1
"春荫园",1985,"世纪城",84024,1,1,1,1,0
"翠叠园",1998,"世纪城",85059,1,1,0,0,0
"韦伯时代中心",2008,"世纪城",73126,1,1,0,1,1
"金夕园",2015,"世纪城",35080,1,1,1,0,0
"蓝天苑",1980,"首都机场",91932,1,1,0,1,0
"南东里",1990,"首都机场",112341,1,0,0,0,1
"华英园",2001,"首都机场",59812,1,0,0,1,1
"北里",1995,"首都机场",46078,1,1,0,0,0
"蓝海苑",2010,"首都机场",99644,1,1,0,1,1
"天竺花园",2009,"首都机场",64953,1,1,0,1,1
"首都机场南路西里",2010,"首都机场",86141,1,1,0,0,0
"机场南路东里",1987,"首都机场",102396,1,1,1,0,1
"东里",2005,"首都机场",73708,1,1,1,1,0
"南竺园",1997,"首都机场",83100,1,1,0,0,0
"富力城街",1981,"双井",73419,1,1,0,0,0
"黄木厂院",2001,"双井",92626,1,1,1,1,0
"黄木庄",1990,"双井",92868,1,1,1,0,0
"首府官邸",2002,"双井",67917,1,1,0,0,0
"双花园",2005,"双井",68964,1,1,0,1,1
"双花园南里",2001,"双井",69520,1,1,1,0,1
"外企公寓",2000,"双井",81588,1,1,0,1,0
"A派公寓",2000,"双井",87251,1,0,1,1,0
"海关总署",1997,"双井",54914,1,0,1,1,1
"富力十",2008,"双井",45583,1,0,0,0,1
"呼家楼新苑",2006,"双井",69362,1,1,1,0,1
"双井北里",2000,"双井",65210,1,1,1,1,0
"华林家园",2002,"双井",103884,1,1,1,1,1
"苹果社区北区",2002,"双井",56812,1,0,0,0,1
"万年花城四期",2005,"双井",45447,1,0,0,1,1
"朗廷",1989,"双桥",103706,1,1,1,0,1
"温泉北里",1990,"双桥",86456,1,1,0,1,1
"建学胡同",1995,"双桥",73703,1,1,0,0,0
"双桥东路院",2004,"双桥",57483,1,0,1,0,0
"双桥中路北院",1990,"双桥",58183,0,1,0,0,1
"金隅可乐",2006,"双桥",44501,1,0,1,1,0
"感化胡同院",2008,"双桥",34966,1,0,0,0,1
"广播大院",2002,"双桥",43244,1,0,0,0,1
"双柳新居",2006,"双桥",42884,1,1,0,1,1
"点击未来",2012,"双桥",68428,1,0,0,1,0
"高梁桥斜街丙院",2004,"双榆树",40427,1,1,0,1,1
"科熙小区",2013,"双榆树",89873,1,1,1,1,0
"文慧园北路甲",1984,"双榆树",79710,1,0,1,1,1
"王庄路院",2004,"双榆树",73475,1,1,0,0,1
"教委计生委大院",1996,"双榆树",69804,1,1,0,1,0
"空间物理所小区",1998,"双榆树",78052,1,1,0,1,0
"都市网景",1989,"双榆树",70574,1,1,1,1,1
"双榆树北路院",1990,"双榆树",64544,1,0,1,1,1
"半导体宿舍",1997,"双榆树",87008,1,1,0,1,1
"东升园",1990,"双榆树",91391,1,1,0,1,1
"清枫华景园",1990,"双榆树",80401,1,0,1,0,0
"双榆树西里",1999,"双榆树",92516,1,1,0,0,1
"青云北区",2013,"双榆树",54435,1,0,0,1,1
"稻香园",2000,"双榆树",63732,1,1,0,0,0
"彩俸北区",2003,"顺义城",41718,1,1,1,1,0
"供电局家属楼",2005,"顺义城",78706,1,1,1,1,0
"华夏楼",2003,"顺义城",91315,1,1,0,1,0
"蓝岸丽舍二期",1977,"顺义城",102066,0,1,0,0,0
"顺鑫澜庭",2004,"顺义城",72567,1,0,1,0,1
"太小区",1958,"顺义城",76302,0,1,1,0,0
"外贸家属楼",1997,"顺义城",81428,1,0,0,0,0
"望泉家园",1996,"顺义城",84084,1,0,0,0,0
"博雅世家",2007,"顺义城",99602,1,1,0,1,0
"康乐小区",2004,"顺义城",88660,1,0,0,1,0
"龙庭公寓",1982,"顺义城",102684,1,1,1,1,0
"煤炭公司家属楼",1983,"顺义城",106689,1,0,1,1,1
"石景苑",1981,"顺义城",52265,0,0,0,0,0
"铁路家属楼",1970,"顺义城",73922,1,1,0,1,1
"广厦鑫苑",1980,"顺义城",58128,1,1,1,0,0
"阑西园三区",1976,"顺义城",93942,0,1,0,0,1
"劳动局家属院",1976,"顺义城",95861,1,0,0,1,1
"前进花园玉兰苑",2003,"顺义城",46249,1,0,1,1,0
"金汉绿港二区",1999,"顺义城",70537,1,1,0,0,0
"浅山香邑",1990,"顺义城",104557,1,1,1,0,0
"双兴东区",2001,"顺义城",48538,1,1,1,1,1
"仓上家园",1998,"顺义城",81586,1,1,1,1,1
"水色时光五区",1987,"顺义城",129351,1,0,1,1,0
"焦各庄街院",1990,"顺义城",88222,1,1,1,1,1
"金汉绿港五区",1990,"顺义城",90260,1,1,0,1,0
"金汉绿港一区",2005,"顺义城",90609,1,1,1,0,1
"大东路住宅楼",2004,"顺义城",87420,1,1,1,0,0
"前进花园一区",2008,"顺义城",49781,1,1,0,0,0
"红杉一品",2004,"顺义城",78956,1,1,0,0,1
"双兴南区",1994,"顺义城",62479,1,1,1,0,0
"东兴二区",2007,"顺义城",52214,1,1,0,0,1
"石园东苑",2004,"顺义城",43544,1,1,0,0,1
"万科四季花城",2010,"顺义城",65278,1,0,0,1,0
"石园西区",1992,"顺义城",46578,1,1,0,1,1
"建新南区",1995,"顺义城",47997,1,1,0,0,0
"城市广场B座",1995,"四惠",46265,1,1,1,1,1
"力源里",1987,"四惠",107674,1,0,1,1,0
"盲人学校家属楼",2012,"四季青",106106,1,1,0,1,0
"美丽经典园",1983,"四季青",108547,1,1,1,1,1
"汤泉逸墅",2005,"四季青",65702,1,1,0,1,0
"金雅园",1999,"四季青",80602,1,0,0,1,1
"美丽星苑",1986,"四季青",83245,1,0,1,0,1
"郦城三区",2009,"四季青",46392,1,0,1,0,0
"诚品建筑",1979,"四季青",56583,1,1,1,1,0
"北洼西里",2011,"四季青",78260,1,0,1,0,0
"沙子口路",1998,"宋家庄",52910,1,1,0,0,1
"成寿寺路",1998,"宋家庄",104213,1,1,0,1,1
"方庄南路院",2002,"宋家庄",155145,1,1,0,0,1
"琉璃井东街",2003,"宋家庄",99153,1,1,0,1,0
"顺欣嘉园",2004,"宋家庄",60772,1,0,0,1,1
"苇子坑甲院",1999,"宋家庄",79638,1,1,1,0,1
"景泰东里",2004,"宋家庄",75509,1,0,0,1,1
"稻香园甲",1984,"苏州桥",111273,1,1,0,1,1
"港沟小区",2003,"苏州桥",38562,1,0,0,1,1
"苏州街公寓",1997,"苏州桥",63313,1,0,0,1,0
"八一中学家属院",2012,"苏州桥",85722,1,0,1,1,0
"大钟寺甲院",1995,"苏州桥",89925,1,1,0,0,0
"光大花园",1991,"苏州桥",127445,1,0,0,0,1
"苏州街院",2005,"苏州桥",36650,1,0,0,1,0
"海淀路小区",1986,"苏州桥",87863,1,1,1,1,1
"立方庭",2004,"苏州桥",46318,1,1,0,0,0
"海淀南路院",1998,"苏州桥",46308,1,1,0,1,0
"王公坟社区",1986,"苏州桥",69042,1,1,1,1,1
"沁园公寓",2000,"苏州桥",67542,1,1,1,1,0
"万寿寺北里",2000,"苏州桥",35150,1,0,0,0,0
"艾瑟顿",2007,"苏州桥",73287,1,1,1,1,0
"万泉庄院",2003,"苏州桥",50227,1,0,1,1,0
"万泉河院",2001,"苏州桥",53538,1,1,0,1,1
"纽约客",2004,"苏州桥",51127,1,0,1,1,1
"碧桂园小区二区",1983,"太平桥",98973,1,1,1,1,0
"凤凰城一期",2003,"太阳宫",32820,1,1,0,0,0
"凤凰城二期",2002,"太阳宫",40012,1,0,0,0,1
"凤凰城三期",1956,"太阳宫",97473,0,1,1,1,0
"火星园",1988,"太阳宫",109937,1,1,1,0,1
"方舟苑一期",1997,"太阳宫",43406,1,0,0,1,0
"福州馆前街",1980,"陶然亭",72176,1,1,1,0,1
"虎坊路甲院",2012,"陶然亭",90147,1,0,0,1,1
"虎坊路小区",2003,"陶然亭",90309,1,1,1,1,1
"陶然湖景",2002,"陶然亭",77120,1,1,1,0,1
"天桥南里",1999,"陶然亭",78040,1,1,1,0,1
"万明路院",2005,"陶然亭",82017,1,1,0,1,1
"黑窑厂东街",1999,"陶然亭",59392,1,0,1,1,0
"龙爪槐胡同院",1986,"陶然亭",103064,0,1,0,1,0
"南华东街",2005,"陶然亭",119855,1,1,1,1,0
"太街楼",1998,"陶然亭",63426,1,1,1,0,1
"富力信然庭",2000,"陶然亭",46135,0,0,1,1,1
"骡马市大街",2003,"陶然亭",111751,1,1,1,1,1
"儒福里",2000,"陶然亭",52256,1,0,1,0,0
"太街甲乙院",2004,"陶然亭",67826,1,1,0,0,0
"天坛东里南区",1986,"陶然亭",68960,1,1,1,0,1
"车站路院",1990,"陶然亭",93182,1,1,1,0,1
"耕天下",2006,"陶然亭",104991,1,1,0,1,1
"北纬路院",2009,"陶然亭",90915,1,1,1,1,1
"天桥北里",1989,"陶然亭",62232,1,1,0,0,0
"保利首开熙悦春天",2010,"天宫院",33053,1,1,0,0,0
"火神庙商业中心",1992,"天宫院",94079,1,1,1,1,0
"蓝天花园",2005,"天宫院",103459,1,1,0,1,0
"i立方",1992,"天宫院",81186,1,1,0,1,0
"明发雅苑",1990,"天宫院",132870,1,1,1,1,0
"天坛东路",1990,"天坛",78804,1,1,1,1,1
"天坛西里东区",2002,"天坛",70947,1,0,0,0,1
"民主北街院",1980,"天坛",130725,0,1,0,1,1
"都市芳园嘉湖园",1987,"天通苑",63976,1,1,0,1,1
"都市芳园镜湖园",1980,"天通苑",64161,1,1,1,1,0
"九台庄园",1985,"天通苑",84519,1,1,0,0,1
"华悦国际公寓",1992,"天通苑",72139,1,1,1,1,1
"金泰公寓",2005,"天通苑",37897,1,0,1,0,1
"天通苑本二区",2005,"天通苑",40026,1,0,1,0,1
"天通公园里",2000,"天通苑",35860,1,0,0,0,0
"明德家园",1977,"天竺",132507,0,1,1,0,1
"阿凯笛亚庄园",1990,"天竺",88019,1,1,1,0,1
"丽高王府",1977,"天竺",99983,0,1,0,0,0
"莲竹花园",1986,"天竺",104570,1,1,0,0,0
"万通天竺新新家园",1982,"天竺",72246,1,1,1,0,0
"椿楸嘉园",2005,"田村",48075,1,1,0,1,0
"田村路院",1990,"田村",80051,1,0,1,0,0
"丹青府",1995,"田村",99579,1,1,1,1,1
"兰德华庭",1989,"田村",78754,1,1,0,1,0
"绿谷雅园",1992,"田村",81457,1,0,1,1,1
"乐府江南",2002,"田村",52106,1,1,0,1,1
"金沟河院",2004,"田村",71761,1,1,0,0,0
"道家村",2009,"甜水园",104368,1,1,0,1,0
"水碓子社区",1988,"甜水园",52458,1,1,0,0,0
"团结湖公寓",1999,"甜水园",33112,1,1,1,1,1
"团结湖北五条",2008,"甜水园",74295,1,0,1,1,1
"团结湖东里",2005,"甜水园",42519,1,1,0,1,1
"经纬小区",1989,"通州北苑",99270,1,1,0,0,1
"科印小区",1990,"通州北苑",101703,1,1,0,1,1
"芳洲花园",2004,"通州北苑",180755,1,1,0,1,0
"复兴里小区",2001,"通州北苑",35156,1,0,1,1,0
"铁路宿舍",1990,"通州北苑",60686,1,1,0,1,1
"翠屏北里东区",1992,"通州北苑",84427,1,1,0,0,1
"M朗峰",2012,"通州北苑",42314,1,0,1,1,0
"锦湖园公寓",1984,"团结湖",98237,1,1,0,0,1
"甜水园西里",2005,"团结湖",73208,1,1,1,1,1
"团结湖中路北一条",1999,"团结湖",46009,1,1,1,1,0
"团结湖北里",2011,"团结湖",32776,1,0,0,0,0
"汇福轩",1993,"万柳",93106,1,1,1,0,0
"康桥水郡",1984,"万柳",101452,1,1,1,0,0
"三义庙南",2006,"万柳",50564,1,1,1,1,1
"山水倾城",1997,"万柳",53114,1,1,1,0,1
"万泉新新商务花园",2007,"万柳",77211,1,1,0,1,0
"汇新家园",2005,"万柳",76024,1,1,0,0,1
"二七剧场路",1982,"万柳",71735,1,0,0,0,0
"光大水墨风景",2000,"万柳",85418,1,0,0,0,1
"国家气象局",1988,"万柳",72460,1,1,0,1,0
"万泉新新家园",1982,"万柳",67756,0,0,1,0,1
"魏公村小区",2009,"万柳",45616,1,1,0,1,0
"万寿路甲院",2000,"万寿路",82715,1,0,1,1,1
"万寿路电信宿舍",1988,"万寿路",72181,1,1,1,0,1
"贵园北里戊区",2003,"万寿路",44396,1,0,1,0,0
"东湖湾一期",2001,"望京",57243,1,1,0,0,0
"世茂工三",2006,"望京",65564,1,0,1,1,1
"曙光西里",1983,"望京",68176,0,1,0,1,1
"慧谷根园",1980,"望京",69530,1,0,1,1,1
"里外里公寓",2004,"望京",93224,1,1,0,0,1
"丽港美度",1982,"望京",94495,1,1,0,0,0
"利景名门",1965,"望京",95478,0,1,0,1,0
"融科橄榄城二期",1995,"望京",40275,1,1,1,1,0
"望京国际商业中心",1997,"望京",78759,1,0,1,0,1
"大西洋新城B区",1988,"望京",103404,1,1,0,1,0
"东湖湾三期",2002,"望京",127430,1,1,1,0,1
"南湖渠三巷院",2002,"望京",35962,1,1,1,0,1
"东湖湾二期",1981,"望京",104141,1,0,1,1,1
"蓝色家族",1982,"望京",78970,1,0,1,0,0
"慧谷时空",1988,"望京",108240,1,1,1,0,0
"融科橄榄城三期",2000,"望京",59927,1,0,1,1,1
"国风北京一期",1992,"望京",44440,1,0,1,1,0
"国风上观",2003,"望京",46048,1,0,1,1,0
"合生麒麟社",2008,"望京",48883,1,1,1,1,0
"华鼎世家一期",1992,"望京",55798,1,1,0,0,1
"宝星国际三期",2005,"望京",45031,1,1,0,1,1
"北京香颂",2001,"望京",45943,0,1,0,0,1
"北纬度一期",1993,"望京",46891,1,0,1,1,0
"宝星园一区",1987,"望京",77534,1,1,1,1,0
"圣馨大地",1990,"望京",79773,1,1,0,0,0
"望花路东里",1981,"望京",37296,0,0,0,0,1
"望京西园二区",2000,"望京",37931,0,0,0,1,1
"华鼎世家二期",2003,"望京",55177,1,1,1,1,1
"金隅丽港城",2006,"望京",70650,1,1,1,0,1
"博雅国际",1989,"望京",53758,0,1,1,0,0
"大西洋新城C区",2013,"望京",57232,1,1,0,1,0
"花家地北里",1990,"望京",81849,1,1,1,0,0
"金隅国际",2005,"望京",39294,1,0,0,0,1
"望兴居",2009,"望京",79670,1,1,0,1,0
"保利中央公园",2002,"望京",92121,1,1,0,1,1
"大西洋新城F区",1994,"望京",95294,1,1,1,0,1
"嘉美风尚中心",2010,"望京",47900,1,0,1,0,1
"华鼎世家三期",2005,"望京",92359,1,0,1,1,1
"慧谷阳光",1996,"望京",102521,1,1,1,1,0
"宝星国际二期",2014,"望京",61279,1,0,0,1,1
"大西洋新城E区",2003,"望京",67136,1,1,1,1,0
"方舟苑三期",2012,"望京",38478,1,1,1,0,0
"北纬度二期",1996,"望京",36286,1,1,0,1,0
"望京路院",2012,"望京",44374,1,1,0,0,0
"鹿港嘉苑",1998,"望京",52816,1,0,1,1,0
"世安家园",1999,"望京",81308,1,1,1,0,1
"望京花园西区",2008,"望京",40386,1,0,0,0,0
"方舟苑二期",1993,"望京",83338,1,1,1,1,1
"望花路西里",1993,"望京",48868,1,0,0,0,0
"东亚望京中心",1995,"望京",56126,1,1,0,1,0
"澳洲康都",1996,"望京",39845,0,1,1,0,0
"利泽西园",2002,"望京",45149,1,1,0,0,0
"航天五院小区",1979,"魏公村",83841,0,0,0,0,0
"法华寺小区",2002,"魏公村",138129,1,1,1,0,0
"海副楼",2003,"魏公村",62476,1,1,1,0,1
"民族大学家属院",1980,"魏公村",131943,1,1,1,0,0
"四道口院",1980,"魏公村",66854,1,1,0,0,0
"魏公村院",2004,"魏公村",50916,1,1,1,0,1
"大慧寺院",1997,"魏公村",67246,1,1,1,1,0
"外文局宿舍",2008,"魏公村",70481,1,1,1,1,1
"双紫小区",1996,"魏公村",99655,1,1,0,1,1
"韦伯豪家园",2007,"魏公村",82517,1,1,1,0,1
"理想大厦",1999,"五道口",93339,1,1,1,0,0
"双泉堡院",1995,"五道口",58475,1,1,1,0,1
"文津国际公寓",2002,"五道口",79898,0,1,0,0,0
"北河沿",2005,"五道口",91822,1,1,1,1,1
"龙湖唐宁one",2007,"五道口",110663,1,1,1,1,0
"大泥湾",1985,"五道口",97906,1,1,1,0,1
"红杉国际公寓",2000,"五道口",56151,1,1,0,1,1
"清华园",1980,"五道口",107008,1,1,1,0,1
"八家嘉苑",2007,"五道口",70381,1,1,0,0,0
"文成杰座",2000,"五道口",51085,1,0,1,0,1
"科源小区",2013,"五道口",45648,1,0,0,1,0
"成府路院",2008,"五道口",54673,1,0,0,1,1
"文慧园北路院",2005,"五道口",41072,1,1,0,1,0
"清华东路院",2008,"五道口",52160,1,0,0,0,1
"水清木华园",2006,"五道口",44062,1,0,1,0,1
"静淑苑",2000,"五道口",40612,1,0,0,1,1
"国家计委宿舍",1984,"五棵松",81854,0,1,0,1,1
"红庭",1980,"五棵松",87104,1,1,0,1,0
"景宜里",1985,"五棵松",99997,1,1,1,1,1
"建设研究院",1976,"五棵松",73591,1,1,1,1,1
"太路甲",2008,"五棵松",63665,1,0,0,0,1
"高能物理研究所",2014,"五棵松",36663,1,0,0,0,1
"地震局宿舍",2003,"五棵松",91904,1,1,0,1,0
"太路甲院",1998,"五棵松",38468,1,0,1,1,0
"北太路院",2003,"五棵松",46142,1,0,0,1,0
"奈伦熙府",2005,"五棵松",44116,1,1,0,0,0
"和风四季",2008,"五里店",37054,1,1,1,1,1
"程庄南里",2000,"五里店",62010,1,1,1,0,0
"丰卉家园",1984,"五里店",128345,1,0,1,0,0
"程庄路院",1997,"五里店",54890,1,1,0,0,1
"三元村甲",1996,"武夷花园",51331,1,1,0,1,0
"京贸中心",2004,"武夷花园",80706,1,0,1,0,1
"水恋晶城",2012,"武夷花园",106627,1,1,0,1,1
"水仙园",1995,"武夷花园",122742,1,0,1,1,0
"上庄家园东区",2007,"西北旺",54616,1,1,0,1,0
"万科西山庭院",2000,"西北旺",81876,1,1,1,0,1
"老年医院家属楼",2005,"西北旺",46112,1,0,1,0,1
"沙滩后街院",1998,"西单",52638,1,1,0,0,0
"上国阙",2015,"西单",53998,1,1,1,0,0
"太仓胡同院",2006,"西单",76054,1,0,1,0,1
"北安里院",1990,"西单",95102,0,1,0,0,0
"大六部口",1989,"西单",109686,1,1,0,0,1
"定阜街院",1996,"西单",116074,1,1,1,1,0
"刘兰塑",1980,"西单",98264,1,0,1,1,0
"体育场路院",2002,"西单",67292,1,1,1,1,1
"天安国汇",2005,"西单",68451,1,0,0,1,0
"大拐棒胡同",1992,"西单",97716,1,1,1,0,0
"前门西大街",2002,"西单",77424,1,1,1,1,1
"路劲世界城二期",1988,"西关环岛",116476,1,1,0,0,0
"九龙家园东区",1980,"西红门",100112,1,1,0,1,1
"理想城派郡",1980,"西红门",106899,1,1,0,0,0
"五爱屯东街院",1988,"西红门",79386,1,0,1,1,1
"五爱屯西街",1997,"西红门",66892,1,1,1,0,1
"期颐百年",1990,"西红门",55470,1,1,0,1,0
"福星花园",1992,"西红门",30278,1,1,0,0,1
"同福园",2007,"西红门",118404,1,0,0,1,1
"九龙山庄二区",2003,"西红门",95189,1,1,0,0,1
"同华园",1984,"西红门",49012,0,0,1,1,0
"鸿坤理想城曦望山",2003,"西红门",42944,1,1,0,0,0
"九龙家园北区",2009,"西红门",41887,1,1,0,1,1
"宏大南园",1981,"西红门",68063,1,1,0,0,0
"瑞海家园五区",2007,"西红门",94597,1,1,0,0,1
"独墅逸致",1998,"西红门",49380,1,1,0,1,1
"瑞海家园二区",1992,"西红门",59416,1,1,0,0,1
"风格景园",1997,"西罗园",70997,1,0,0,0,0
"花椒树社区",1984,"西罗园",69836,1,1,0,0,1
"革新南路院",1991,"西罗园",84116,1,1,1,1,1
"望陶园小区",2001,"西罗园",37612,1,0,1,0,1
"马家堡路院",2005,"西罗园",72589,1,1,0,0,0
"金隅翡丽铂爵郡",1973,"西三旗",97488,0,1,1,1,0
"金隅翡丽蓝爵堡",1990,"西三旗",97705,1,1,0,1,0
"金隅翡丽一期",2000,"西三旗",98189,1,1,0,0,0
"龙旗广场",1979,"西三旗",114666,0,1,0,0,1
"舒至嘉园",2004,"西三旗",81362,1,1,0,0,1
"巨山馨苑",1985,"西山",100301,1,1,0,0,1
"建疗宿舍",1992,"西山",72965,1,1,0,1,1
"工疗宿舍",1998,"西山",47733,1,0,0,1,1
"古城物资局家属楼",2007,"西山",41407,1,0,1,1,0
"百万庄丑区",1997,"西直门",31650,1,1,1,0,1
"东桃园",1999,"西直门",61363,1,0,0,1,1
"动物园宿舍",1998,"西直门",62844,1,1,0,0,1
"海洋局小区",1988,"西直门",83588,1,1,1,0,1
"大钟寺院",2002,"西直门",111073,1,0,0,0,0
"后半壁街",1998,"西直门",62487,1,1,0,1,0
"迈豪时代",1993,"西直门",105953,1,0,0,0,0
"品阁公寓",2004,"西直门",41753,1,1,1,1,1
"海云轩",2000,"西直门",50296,1,1,1,0,0
"铁道部宿舍",2005,"西直门",59950,1,1,1,1,0
"文慧园北路甲院",1982,"西直门",64972,1,1,1,1,1
"文慧园一公寓",1998,"西直门",51924,1,0,0,0,1
"马相西巷",2003,"西直门",51491,1,1,0,0,0
"高梁桥斜街乙院",2008,"西直门",39856,1,0,0,1,0
"卫生部小区",1980,"西直门",38020,0,0,1,0,0
"前桃园",2004,"西直门",67041,1,1,1,0,1
"欧陆经典",1994,"西直门",67745,1,0,1,0,0
"交大东路院",2010,"西直门",49897,1,0,1,1,1
"文慧园院",1989,"小西天",79860,1,0,0,1,0
"索家坟院",1987,"小西天",67425,1,1,1,0,1
"文慧园路院",2000,"小西天",76025,1,1,1,1,0
"飞腾家园",2013,"新宫",27425,1,0,1,0,1
"北京ONE",2006,"新华大街",35165,1,0,0,1,0
"复兴西里院",1996,"新华大街",72569,1,1,1,0,1
"光讯花园",1970,"新华大街",80462,1,1,1,0,1
"农行家属院",1997,"新华大街",35621,1,0,0,0,0
"三元村",1980,"新华大街",51004,1,1,0,1,0
"世图印刷厂家属院",2004,"新华大街",66340,1,1,0,1,0
"通惠南路",1981,"新华大街",80547,1,1,1,0,1
"潞河名苑",2001,"新华大街",49933,1,1,1,0,0
"东新开胡同",1980,"新街口",61421,1,1,0,0,1
"东椿树胡同",2003,"宣武门",56592,1,1,0,0,0
"科学园南里四区",1986,"宣武门",101627,1,1,0,0,0
"富卓花园",2000,"宣武门",37693,1,0,1,1,0
"海格国际",2006,"宣武门",54384,1,1,0,1,0
"康缘居",1979,"宣武门",88755,1,1,1,1,0
"和门外东街",1994,"宣武门",53983,1,0,0,1,0
"南菜园街院",1984,"学院路",141775,1,1,0,1,0
"北京林业大学校内",1955,"学院路",97413,0,1,0,0,0
"伯儒苑",1988,"学院路",99179,1,1,0,0,1
"地质附中",2008,"学院路",112709,1,1,1,0,0
"文津国际酒店",1990,"学院路",77339,1,1,1,0,1
"铁道科学研究院",1990,"学院路",127349,1,1,0,1,1
"华馨公寓",1980,"亚运村",91512,1,1,0,0,0
"市政物业小区",2001,"亚运村",67077,1,1,1,0,1
"望京金茂府",1985,"亚运村",83772,0,0,1,0,0
"汇欣公寓",2008,"亚运村",69470,1,1,1,1,1
"金泉时代",2001,"亚运村",76971,1,1,0,0,1
"欧陆大厦",1980,"亚运村",127542,1,1,0,0,1
"天创世缘",1993,"亚运村",68734,1,1,0,0,0
"嘉铭桐城D区",1993,"亚运村",55733,1,0,1,1,0
"风格派",1990,"亚运村",146896,1,1,0,1,1
"光大名筑",2005,"亚运村",70043,1,1,1,1,1
"安慧北里雅园",1998,"亚运村",74142,1,1,1,1,1
"保利香槟花园",2004,"亚运村",83020,1,1,1,1,0
"北湖渠",1973,"亚运村小营",97105,0,1,0,1,1
"惠新西街甲院",2005,"亚运村小营",76355,1,1,1,0,0
"天坛家具城",1998,"亚运村小营",69883,1,1,0,1,1
"嘉铭桐城A区",2015,"亚运村小营",63708,1,0,0,0,1
"世纪村西区",2005,"亚运村小营",47122,1,0,0,1,0
"绿城百合公寓春晓苑",1978,"阎村",120442,0,1,1,1,0
"绿城百合公寓叠翠苑",2001,"阎村",120725,1,1,1,1,1
"绿城百合公寓桂雨苑",1986,"阎村",120726,1,0,0,1,0
"绿城百合公寓霁雪苑",1999,"阎村",121626,1,0,0,0,0
"绿城百合公寓秋月苑",1985,"阎村",122883,0,1,1,1,1
"绿城百合公寓玉泉苑",2004,"阎村",125030,1,1,0,1,1
"绿城百合公寓天风苑",1985,"阎村",104982,1,0,0,1,1
"乐活家园",2007,"阎村",97786,1,1,1,1,0
"绿城百合公寓流虹苑",2007,"阎村",112353,1,0,1,0,0
"绿城百合公寓春云苑",1984,"阎村",91263,1,1,0,1,0
"绿城百合公寓梦泉苑",1984,"阎村",91299,1,1,0,1,1
"首创新悦都",2009,"阎村",39309,1,0,1,1,0
"东方夏威夷南岸二期",2007,"燕郊城区",56973,1,0,0,1,0
"福城上上城二季",1985,"燕郊城区",71188,1,1,1,0,0
"福城上上城三季",1955,"燕郊城区",71253,0,1,0,1,1
"福城上上城五期",1989,"燕郊城区",71457,1,1,0,0,1
"结研所家属院",1992,"燕郊城区",96689,1,1,0,0,0
"圣得西区",2005,"燕郊城区",56442,1,1,0,0,0
"东方夏威夷南岸一期",1985,"燕郊城区",118496,1,1,1,1,1
"二轻局宿舍",1992,"燕郊城区",135242,1,1,1,0,0
"福泽御园",2002,"燕郊城区",35102,1,0,0,0,1
"天洋城",1988,"燕郊城区",71334,1,1,1,0,1
"首尔甜城一期",1998,"燕郊城区",62683,1,1,1,1,1
"东贸国际",1995,"燕郊城区",61601,1,1,1,1,1
"红松园内",1985,"燕莎",86880,0,0,0,0,0
"团结湖南里",1999,"燕莎",80631,1,1,1,1,1
"世方豪庭",2000,"燕莎",53955,1,1,1,0,0
"顺源里",1996,"燕莎",54103,1,1,1,0,0
"三源里街",1994,"燕莎",42363,1,0,1,0,0
"高井院",1976,"杨庄",75744,1,1,1,1,0
"金苹阁",2001,"杨庄",97183,1,0,1,1,0
"北坞嘉园北里",2006,"杨庄",98341,1,1,0,0,1
"金谷香郡",2002,"杨庄",79557,1,1,0,1,1
"华信大厦宿舍",1993,"杨庄",58449,1,1,0,0,0
"古城环卫楼",2010,"杨庄",40196,1,1,0,0,0
"茂华景公馆",2000,"杨庄",78573,1,1,1,0,0
"茂华景公院",1995,"杨庄",47448,1,0,0,0,1
"马家堡东里",1994,"洋桥",105890,0,1,1,0,1
"果园小区",1992,"洋桥",60994,1,1,1,1,1
"宝汇苑",2001,"洋桥",85711,1,0,0,1,1
"管村",1999,"洋桥",42111,1,1,1,0,0
"管村院",2000,"洋桥",42395,0,0,0,1,1
"贵园南里乙区",2003,"亦庄",81797,1,0,1,1,1
"亲爱的villa",2005,"亦庄",37918,1,0,1,1,1
"泰河园七里",1981,"亦庄",76381,1,1,0,1,1
"君安国际",1998,"亦庄",85701,1,1,0,1,1
"鹿海园三里",1999,"亦庄",103630,1,1,1,0,0
"泰河园三里",1992,"亦庄",64473,1,1,1,0,0
"春华屋",1996,"亦庄",100334,1,0,0,1,0
"广德苑",2000,"亦庄",56223,1,1,1,0,0
"卡尔生活馆",2009,"亦庄",92427,1,1,1,1,0
"老管委会宿舍",2012,"亦庄",95923,1,0,1,1,1
"米兰天空",1982,"亦庄",126043,0,1,1,1,0
"贵园南里丙区",2008,"亦庄",48997,1,0,1,0,0
"金色漫香林四期",2001,"亦庄",71385,1,1,0,1,0
"林肯公园二期A区",2006,"亦庄",84349,1,1,0,0,0
